stream_id,panel_name,name,country,language,genre,tvg_id,id_via,id_score,tvg_logo,logo_via,guide_sites,unresolved_reason,note
"195","TV Llapi (1080i)","TV Llapi","XK","","Entertainment","TVLlapi.xk","exact","1","https://i.imgur.com/kbonOAv.jpeg","id","ipko.tv","",""
"196","TV Mitrovica (576i)","TV Mitrovica","XK","","Entertainment","TVMitrovica.xk","exact","1","https://i.imgur.com/NQ2hB8b.png","id","ipko.tv","",""
"24","TV Nova (720p)","Nova TV","HR","","Entertainment","NovaTV.hr","exact","1","https://upload.wikimedia.org/wikipedia/commons/thumb/4/4a/Nova_TV_Croatia_logo.png/960px-Nova_TV_Croatia_logo.png","id","m.tv.sms.cz tvprofil.com","",""
"197","TV Opoja (1080p)","TV Opoja","XK","","Entertainment","TVOpoja.xk","exact","1","https://i.imgur.com/hxi4Qiq.png","id","","",""
"198","TV Prizreni","TV Prizreni","XK","","Entertainment","TVPrizreni.xk","exact","1","https://i.imgur.com/hvtJwOO.png","id","","",""
"199","TV Prizreni (1080i)","TV Prizreni","XK","","Entertainment","TVPrizreni.xk","exact","1","https://i.imgur.com/hvtJwOO.png","id","","",""
"200","TV Prizreni (1080p)","TV Prizreni","XK","","Entertainment","TVPrizreni.xk","exact","1","https://i.imgur.com/hvtJwOO.png","id","","",""
"124","Undercover Boss (720p)","Undercover Boss (720p)","AU","","Entertainment","","","","","","","no-match",""
"125","Vevo 2K (1080p)","Vevo 2K","AU","","Entertainment","Vevo2K.us","exact","1","https://images.pluto.tv/channels/5fd7bca3e0a4ee0007a38e8c/featuredImage.jpg","id","i.mjh.nz pluto.tv","",""
"126","Vevo 70s (1080p)","Vevo '70s","AU","","Entertainment","Vevo70s.us","exact","1","https://images.pluto.tv/channels/5f32f26bcd8aea00071240e5/featuredImage.jpg","id","i.mjh.nz pluto.tv","",""
"155","Worldwide Muzzik (720p)","WORLD WIDE MUZZIK","BA","","Entertainment","WORLDWIDEMUZZIK.rs","exact","1","https://i.imgur.com/tEzppGC.png","id","","",""
